country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2018,30.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2010,23.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2015,27.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2018,29.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2010,24.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2015,28.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2018,30.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2008,43.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2014,37.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2019,32.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2008,49.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2014,36.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2019,32.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2008,46.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2014,36.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Minimum diet diversity (children aged 6 to 23 months),2019,32.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2011,23.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2013,18.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2014,16.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2015,15.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2016,13,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2017,19.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2018,22.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2019,20.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2011,23.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2013,13.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2014,16,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2015,16.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2016,12.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2017,20.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2018,21.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2019,18.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2011,23.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2013,15.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2014,16.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2015,16,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2016,12.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2017,20.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2018,22.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Minimum diet diversity (children aged 6 to 23 months),2019,19.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2014,76.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2019,83.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2014,77.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2019,87.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2014,77,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Minimum diet diversity (children aged 6 to 23 months),2019,85.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2008,28.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2013,14.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2017,16.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2019,27,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2008,28.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2013,12.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2017,18.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2019,23.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2008,28.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2013,13.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2017,17.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Minimum diet diversity (children aged 6 to 23 months),2019,25.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Minimum diet diversity (children aged 6 to 23 months),2016,41.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Minimum diet diversity (children aged 6 to 23 months),2016,38.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Minimum diet diversity (children aged 6 to 23 months),2016,39.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Minimum diet diversity (children aged 6 to 23 months),2016,77.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Minimum diet diversity (children aged 6 to 23 months),2016,79,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Minimum diet diversity (children aged 6 to 23 months),2016,78.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2014,48.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2020,44.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2014,52.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2020,45.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2014,50.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Minimum diet diversity (children aged 6 to 23 months),2020,44.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Minimum diet diversity (children aged 6 to 23 months),2014,24.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Minimum diet diversity (children aged 6 to 23 months),2014,23.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Minimum diet diversity (children aged 6 to 23 months),2014,24,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Minimum diet diversity (children aged 6 to 23 months),2018,31.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Minimum diet diversity (children aged 6 to 23 months),2018,25.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Minimum diet diversity (children aged 6 to 23 months),2018,28.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2012,36.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2017,23,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2012,33.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2017,22.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2012,35.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Minimum diet diversity (children aged 6 to 23 months),2017,22.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2016,65,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2019,69,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2016,61.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2019,69.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2016,63.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Minimum diet diversity (children aged 6 to 23 months),2019,69.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2009,21.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2016,29.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2020,39.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2009,23.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2016,25.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2020,40,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2009,22.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2016,27.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Minimum diet diversity (children aged 6 to 23 months),2020,39.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2014,17.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2017,18.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2014,19,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2017,18.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2014,18.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Minimum diet diversity (children aged 6 to 23 months),2017,18.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Minimum diet diversity (children aged 6 to 23 months),2019,52.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Minimum diet diversity (children aged 6 to 23 months),2019,54.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Minimum diet diversity (children aged 6 to 23 months),2019,53.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Minimum diet diversity (children aged 6 to 23 months),2018,61.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Minimum diet diversity (children aged 6 to 23 months),2018,64.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Minimum diet diversity (children aged 6 to 23 months),2018,63.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2015,83,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2019,69.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2015,82.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2019,69.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2015,82.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Minimum diet diversity (children aged 6 to 23 months),2019,69.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2006,19.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2011,26.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2016,25.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2006,20,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2011,23.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2016,25.9,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2006,19.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2011,25.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Minimum diet diversity (children aged 6 to 23 months),2016,25.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2010,25.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2015,21.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2010,26.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2015,21.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2010,26.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Minimum diet diversity (children aged 6 to 23 months),2015,21.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Minimum diet diversity (children aged 6 to 23 months),2018,67.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Minimum diet diversity (children aged 6 to 23 months),2018,71.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Minimum diet diversity (children aged 6 to 23 months),2018,69.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Minimum diet diversity (children aged 6 to 23 months),2017,20.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Minimum diet diversity (children aged 6 to 23 months),2017,25.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Minimum diet diversity (children aged 6 to 23 months),2017,23.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,59.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,59.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,58.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,58.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,58.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Minimum diet diversity (children aged 6 to 23 months),2014,58.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Minimum diet diversity (children aged 6 to 23 months),2013,22.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Minimum diet diversity (children aged 6 to 23 months),2013,19.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Minimum diet diversity (children aged 6 to 23 months),2013,21.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2007,26.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2013,17.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2018,22.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2007,28.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2013,19.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2018,23.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2007,27.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2013,18.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Minimum diet diversity (children aged 6 to 23 months),2018,23.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2005,21,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2010,17.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2014,20.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2015,22.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2019,18.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2005,20,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2010,18.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2014,19.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2015,23.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2019,15.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2005,20.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2010,17.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2014,20.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2015,22.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Minimum diet diversity (children aged 6 to 23 months),2019,16.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
